Act Title,Act No,Act Year,Act Link,full_text,is_repealed
"ইন্টারন্যাশনাল ফিনান্স কর্পোরেশন আইন, ২০১৫",১৪,২০১৫,http://bdlaws.minlaw.gov.bd/act-1168.html,http://bdlaws.minlaw.gov.bd/act-print-1168.html,False
"ফাইনান্সিয়াল রিপোর্টিং আইন, ২০১৫",১৬,২০১৫,http://bdlaws.minlaw.gov.bd/act-1169.html,http://bdlaws.minlaw.gov.bd/act-print-1169.html,False
"বাংলাদেশ  সরকারি-বেসরকারি অংশীদারিত্ব আইন, ২০১৫",১৮,২০১৫,http://bdlaws.minlaw.gov.bd/act-1170.html,http://bdlaws.minlaw.gov.bd/act-print-1170.html,False
"পারমাণবিক বিদ্যুৎ কেন্দ্র আইন, ২০১৫",১৯,২০১৫,http://bdlaws.minlaw.gov.bd/act-1165.html,http://bdlaws.minlaw.gov.bd/act-print-1165.html,False
"উন্নয়ন সারচার্জ ও লেভী (আরোপ ও আদায়) আইন, ২০১৫",২০,২০১৫,http://bdlaws.minlaw.gov.bd/act-1171.html,http://bdlaws.minlaw.gov.bd/act-print-1171.html,False
"গণকর্মচারী (বিদেশি নাগরিকের সহিত বিবাহ) আইন, ২০১৫",২২,২০১৫,http://bdlaws.minlaw.gov.bd/act-1172.html,http://bdlaws.minlaw.gov.bd/act-print-1172.html,False
"বাংলাদেশ চা শ্রমিক কল্যাণ তহবিল আইন, ২০১৬",১,২০১৬,http://bdlaws.minlaw.gov.bd/act-1173.html,http://bdlaws.minlaw.gov.bd/act-print-1173.html,False
"রেলওয়ে নিরাপত্তা বাহিনী আইন, ২০১৬",২,২০১৬,http://bdlaws.minlaw.gov.bd/act-1174.html,http://bdlaws.minlaw.gov.bd/act-print-1174.html,False
"উদ্বৃত্ত সরকারি কর্মচারি আত্তীকরণ আইন, ২০১৬  [রহিত]",৩,২০১৬,http://bdlaws.minlaw.gov.bd/act-1175.html,http://bdlaws.minlaw.gov.bd/act-print-1175.html,True
"বিজ্ঞান ও প্রযুক্তি ফেলোশিপ ট্রাস্ট আইন, ২০১৬",৪,২০১৬,http://bdlaws.minlaw.gov.bd/act-1176.html,http://bdlaws.minlaw.gov.bd/act-print-1176.html,False
"এশিয়ান ইনফ্রাস্ট্রাকচার ইনভেস্টমেন্ট ব্যাংক আইন, ২০১৬",৫,২০১৬,http://bdlaws.minlaw.gov.bd/act-1177.html,http://bdlaws.minlaw.gov.bd/act-print-1177.html,False
"পায়রা বন্দর প্রকল্প (ভূমি অধিগ্রহণ) আইন, ২০১৬",৬,২০১৬,http://bdlaws.minlaw.gov.bd/act-1178.html,http://bdlaws.minlaw.gov.bd/act-print-1178.html,False
"কক্সবাজার উন্নয়ন কর্তৃপক্ষ আইন, ২০১৬",৭,২০১৬,http://bdlaws.minlaw.gov.bd/act-1179.html,http://bdlaws.minlaw.gov.bd/act-print-1179.html,False
"বাংলাদেশ পেট্রোলিয়াম কর্পোরেশন আইন, ২০১৬",৮,২০১৬,http://bdlaws.minlaw.gov.bd/act-1180.html,http://bdlaws.minlaw.gov.bd/act-print-1180.html,False
"বাংলাদেশ কোস্ট গার্ড আইন, ২০১৬",৯,২০১৬,http://bdlaws.minlaw.gov.bd/act-1181.html,http://bdlaws.minlaw.gov.bd/act-print-1181.html,False
"প্রতিরক্ষা কর্মবিভাগ (সর্বাধিনায়কতা) আইন, ২০১৬",১৬,২০১৬,http://bdlaws.minlaw.gov.bd/act-1182.html,http://bdlaws.minlaw.gov.bd/act-print-1182.html,False
"চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয় আইন, ২০১৬",১৭,২০১৬,http://bdlaws.minlaw.gov.bd/act-1183.html,http://bdlaws.minlaw.gov.bd/act-print-1183.html,False
"রাজশাহী মেডিকেল বিশ্ববিদ্যালয় আইন, ২০১৬",১৮,২০১৬,http://bdlaws.minlaw.gov.bd/act-1184.html,http://bdlaws.minlaw.gov.bd/act-print-1184.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০১৬",২৪,২০১৬,http://bdlaws.minlaw.gov.bd/act-1185.html,http://bdlaws.minlaw.gov.bd/act-print-1185.html,False
"অর্থ আইন, ২০১৬",২৮,২০১৬,http://bdlaws.minlaw.gov.bd/act-1186.html,http://bdlaws.minlaw.gov.bd/act-print-1186.html,False
"নির্দিষ্টকরণ আইন, ২০১৬",২৯,২০১৬,http://bdlaws.minlaw.gov.bd/act-1187.html,http://bdlaws.minlaw.gov.bd/act-print-1187.html,False
"রবীন্দ্র বিশ্ববিদ্যালয়, বাংলাদেশ আইন, ২০১৬",৩০,২০১৬,http://bdlaws.minlaw.gov.bd/act-1188.html,http://bdlaws.minlaw.gov.bd/act-print-1188.html,False
"[গাজীপুর ডিজিটাল ইউনিভার্সিটি] আইন, ২০১৬",৩১,২০১৬,http://bdlaws.minlaw.gov.bd/act-1189.html,http://bdlaws.minlaw.gov.bd/act-print-1189.html,False
"পেট্রোলিয়াম আইন, ২০১৬",৩২,২০১৬,http://bdlaws.minlaw.gov.bd/act-1190.html,http://bdlaws.minlaw.gov.bd/act-print-1190.html,False
"যুবকল্যাণ তহবিল আইন, ২০১৬",৩৩,২০১৬,http://bdlaws.minlaw.gov.bd/act-1191.html,http://bdlaws.minlaw.gov.bd/act-print-1191.html,False
"বাংলাদেশ সেতু কর্তৃপক্ষ আইন, ২০১৬",৩৪,২০১৬,http://bdlaws.minlaw.gov.bd/act-1192.html,http://bdlaws.minlaw.gov.bd/act-print-1192.html,False
"রেলওয়ে সম্পত্তি (অবৈধ দখল উদ্ধার) আইন, ২০১৬",৩৫,২০১৬,http://bdlaws.minlaw.gov.bd/act-1193.html,http://bdlaws.minlaw.gov.bd/act-print-1193.html,False
"বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষ আইন, ২০১৬",৩৬,২০১৬,http://bdlaws.minlaw.gov.bd/act-1194.html,http://bdlaws.minlaw.gov.bd/act-print-1194.html,False
"চা আইন, ২০১৬",৩৮,২০১৬,http://bdlaws.minlaw.gov.bd/act-1195.html,http://bdlaws.minlaw.gov.bd/act-print-1195.html,False
"রাষ্ট্রপতির অবসরভাতা, আনুতোষিক ও অন্যান্য সুবিধা আইন, ২০১৬",৪২,২০১৬,http://bdlaws.minlaw.gov.bd/act-1196.html,http://bdlaws.minlaw.gov.bd/act-print-1196.html,False
"বৈদেশিক অনুদান (স্বেচ্ছাসেবামূলক কার্যক্রম) রেগুলেশন আইন, ২০১৬",৪৩,২০১৬,http://bdlaws.minlaw.gov.bd/act-1197.html,http://bdlaws.minlaw.gov.bd/act-print-1197.html,False
"বাংলাদেশ ন্যাশনাল ক্যাডেট কোর আইন, ২০১৬",৪৬,২০১৬,http://bdlaws.minlaw.gov.bd/act-1198.html,http://bdlaws.minlaw.gov.bd/act-print-1198.html,False
"বঙ্গবন্ধু জাতীয় কৃষি পুরস্কার ট্রাস্ট আইন, ২০১৬",৪৭,২০১৬,http://bdlaws.minlaw.gov.bd/act-1199.html,http://bdlaws.minlaw.gov.bd/act-print-1199.html,False
"বাংলাদেশ নার্সিং ও মিডওয়াইফারি কাউন্সিল আইন, ২০১৬",৪৮,২০১৬,http://bdlaws.minlaw.gov.bd/act-1200.html,http://bdlaws.minlaw.gov.bd/act-print-1200.html,False
"বাস র‍্যাপিড ট্রানজিট (বিআরটি) আইন, ২০১৬",৪৯,২০১৬,http://bdlaws.minlaw.gov.bd/act-1201.html,http://bdlaws.minlaw.gov.bd/act-print-1201.html,False
"ক্যাডেট কলেজ আইন, ২০১৭",১,২০১৭,http://bdlaws.minlaw.gov.bd/act-1202.html,http://bdlaws.minlaw.gov.bd/act-print-1202.html,False
"বাংলাদেশ জীববৈচিত্র্য আইন, ২০১৭",২,২০১৭,http://bdlaws.minlaw.gov.bd/act-1203.html,http://bdlaws.minlaw.gov.bd/act-print-1203.html,False
"বেসামরিক বিমান চলাচল কর্তৃপক্ষ আইন, ২০১৭",৩,২০১৭,http://bdlaws.minlaw.gov.bd/act-1204.html,http://bdlaws.minlaw.gov.bd/act-print-1204.html,False
"বাংলাদেশ পল্লী উন্নয়ন একাডেমি আইন, ২০১৭",৪,২০১৭,http://bdlaws.minlaw.gov.bd/act-1205.html,http://bdlaws.minlaw.gov.bd/act-print-1205.html,False
"পাট আইন, ২০১৭",৫,২০১৭,http://bdlaws.minlaw.gov.bd/act-1206.html,http://bdlaws.minlaw.gov.bd/act-print-1206.html,False
"বাল্যবিবাহ নিরোধ আইন, ২০১৭",৬,২০১৭,http://bdlaws.minlaw.gov.bd/act-1207.html,http://bdlaws.minlaw.gov.bd/act-print-1207.html,False
"বাংলাদেশ উন্নয়ন গবেষণা প্রতিষ্ঠান আইন, ২০১৭",৮,২০১৭,http://bdlaws.minlaw.gov.bd/act-1208.html,http://bdlaws.minlaw.gov.bd/act-print-1208.html,False
"বাংলাদেশ অ্যাক্রেডিটেশন কাউন্সিল আইন, ২০১৭",৯,২০১৭,http://bdlaws.minlaw.gov.bd/act-1209.html,http://bdlaws.minlaw.gov.bd/act-print-1209.html,False
"বাংলাদেশ শিপিং কর্পোরেশন আইন, ২০১৭",১০,২০১৭,http://bdlaws.minlaw.gov.bd/act-1210.html,http://bdlaws.minlaw.gov.bd/act-print-1210.html,False
"বাংলাদেশ পরমাণু কৃষি গবেষণা ইনস্টিটিউট (বিনা) আইন, ২০১৭",১১,২০১৭,http://bdlaws.minlaw.gov.bd/act-1211.html,http://bdlaws.minlaw.gov.bd/act-print-1211.html,False
"বাংলাদেশ কৃষি গবেষণা ইনস্টিটিউট (বারি) আইন, ২০১৭",১২,২০১৭,http://bdlaws.minlaw.gov.bd/act-1212.html,http://bdlaws.minlaw.gov.bd/act-print-1212.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০১৭",১৩,২০১৭,http://bdlaws.minlaw.gov.bd/act-1213.html,http://bdlaws.minlaw.gov.bd/act-print-1213.html,False
"অর্থ আইন, ২০১৭",১৪,২০১৭,http://bdlaws.minlaw.gov.bd/act-1214.html,http://bdlaws.minlaw.gov.bd/act-print-1214.html,False
"নির্দিষ্টকরণ আইন, ২০১৭",১৫,২০১৭,http://bdlaws.minlaw.gov.bd/act-1215.html,http://bdlaws.minlaw.gov.bd/act-print-1215.html,False
"বাংলাদেশ পাট গবেষণা ইনস্টিটিউট আইন, ২০১৭",১৬,২০১৭,http://bdlaws.minlaw.gov.bd/act-1216.html,http://bdlaws.minlaw.gov.bd/act-print-1216.html,False
"বাংলাদেশ সড়ক পরিবহণ কর্তৃপক্ষ আইন, ২০১৭",১৭,২০১৭,http://bdlaws.minlaw.gov.bd/act-1217.html,http://bdlaws.minlaw.gov.bd/act-print-1217.html,False
"বেসামরিক বিমান চলাচল আইন, ২০১৭",১৮,২০১৭,http://bdlaws.minlaw.gov.bd/act-1218.html,http://bdlaws.minlaw.gov.bd/act-print-1218.html,False
"বাংলাদেশ ধান গবেষণা ইনস্টিটিউট আইন, ২০১৭",১৯,২০১৭,http://bdlaws.minlaw.gov.bd/act-1219.html,http://bdlaws.minlaw.gov.bd/act-print-1219.html,False
"স্থাবর সম্পত্তি অধিগ্রহণ ও হুকুমদখল আইন, ২০১৭",২১,২০১৭,http://bdlaws.minlaw.gov.bd/act-1220.html,http://bdlaws.minlaw.gov.bd/act-print-1220.html,False
"বাংলাদেশ গম ও ভুট্টা গবেষণা ইনস্টিটিউট আইন, ২০১৭",২২,২০১৭,http://bdlaws.minlaw.gov.bd/act-1221.html,http://bdlaws.minlaw.gov.bd/act-print-1221.html,False
"বাংলাদেশ পরমাণু শক্তি কমিশন আইন, ২০১৭",২৩,২০১৭,http://bdlaws.minlaw.gov.bd/act-1222.html,http://bdlaws.minlaw.gov.bd/act-print-1222.html,False
"[জামালপুর বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়] আইন, ২০১৭",২৪,২০১৭,http://bdlaws.minlaw.gov.bd/act-1223.html,http://bdlaws.minlaw.gov.bd/act-print-1223.html,False
"বাংলাদেশ কলেজ অব ফিজিশিয়ানস্ এন্ড সার্জনস্ আইন, ২০১৮",২,২০১৮,http://bdlaws.minlaw.gov.bd/act-1224.html,http://bdlaws.minlaw.gov.bd/act-print-1224.html,False
"রাজশাহী উন্নয়ন কর্তৃপক্ষ আইন, ২০১৮",৩,২০১৮,http://bdlaws.minlaw.gov.bd/act-1225.html,http://bdlaws.minlaw.gov.bd/act-print-1225.html,False
"কৃষি কাজে ভূগর্ভস্থ পানি ব্যবস্থাপনা আইন, ২০১৮",৫,২০১৮,http://bdlaws.minlaw.gov.bd/act-1226.html,http://bdlaws.minlaw.gov.bd/act-print-1226.html,False
"বীজ আইন, ২০১৮",৬,২০১৮,http://bdlaws.minlaw.gov.bd/act-1227.html,http://bdlaws.minlaw.gov.bd/act-print-1227.html,False
"বিদ্যুৎ আইন, ২০১৮",৭,২০১৮,http://bdlaws.minlaw.gov.bd/act-1228.html,http://bdlaws.minlaw.gov.bd/act-print-1228.html,False
"বাংলাদেশ জাহাজ পুনঃপ্রক্রিয়াজাতকরণ আইন, ২০১৮",৮,২০১৮,http://bdlaws.minlaw.gov.bd/act-1229.html,http://bdlaws.minlaw.gov.bd/act-print-1229.html,False
"[নেত্রকোণা বিশ্ববিদ্যালয়] আইন, ২০১৮",৯,২০১৮,http://bdlaws.minlaw.gov.bd/act-1230.html,http://bdlaws.minlaw.gov.bd/act-print-1230.html,False
"ওয়ান স্টপ সার্ভিস আইন, ২০১৮",১০,২০১৮,http://bdlaws.minlaw.gov.bd/act-1231.html,http://bdlaws.minlaw.gov.bd/act-print-1231.html,False
"কবি নজরুল ইনস্টিটিউট আইন, ২০১৮",১২,২০১৮,http://bdlaws.minlaw.gov.bd/act-1232.html,http://bdlaws.minlaw.gov.bd/act-print-1232.html,False
"প্রতিরক্ষা-বাহিনীসমূহের প্রধানদের (নিয়োগ, বেতন, ভাতা এবং অন্যান্য সুবিধা) আইন, ২০১৮",১৩,২০১৮,http://bdlaws.minlaw.gov.bd/act-1233.html,http://bdlaws.minlaw.gov.bd/act-print-1233.html,False
"জাতীয় যুব উন্নয়ন ইনস্টিটিউট আইন, ২০১৮",১৪,২০১৮,http://bdlaws.minlaw.gov.bd/act-1234.html,http://bdlaws.minlaw.gov.bd/act-print-1234.html,False
"বাংলাদেশ পল্লী উন্নয়ন বোর্ড আইন, ২০১৮",১৫,২০১৮,http://bdlaws.minlaw.gov.bd/act-1235.html,http://bdlaws.minlaw.gov.bd/act-print-1235.html,False
"বৌদ্ধ ধর্মীয় কল্যাণ ট্রাস্ট আইন, ২০১৮",১৭,২০১৮,http://bdlaws.minlaw.gov.bd/act-1236.html,http://bdlaws.minlaw.gov.bd/act-print-1236.html,False
"খ্রিস্টান ধর্মীয় কল্যাণ ট্রাস্ট আইন, ২০১৮",১৮,২০১৮,http://bdlaws.minlaw.gov.bd/act-1237.html,http://bdlaws.minlaw.gov.bd/act-print-1237.html,False
"গাজীপুর মহানগরী পুলিশ আইন, ২০১৮",১৯,২০১৮,http://bdlaws.minlaw.gov.bd/act-1238.html,http://bdlaws.minlaw.gov.bd/act-print-1238.html,False
"রংপুর মহানগরী পুলিশ আইন, ২০১৮",২০,২০১৮,http://bdlaws.minlaw.gov.bd/act-1239.html,http://bdlaws.minlaw.gov.bd/act-print-1239.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০১৮",২১,২০১৮,http://bdlaws.minlaw.gov.bd/act-1240.html,http://bdlaws.minlaw.gov.bd/act-print-1240.html,False
"অর্থ আইন, ২০১৮",২২,২০১৮,http://bdlaws.minlaw.gov.bd/act-1241.html,http://bdlaws.minlaw.gov.bd/act-print-1241.html,False
"নির্দিষ্টকরণ আইন, ২০১৮",২৩,২০১৮,http://bdlaws.minlaw.gov.bd/act-1242.html,http://bdlaws.minlaw.gov.bd/act-print-1242.html,False
"বালাইনাশক (পেস্টিসাইডস) আইন, ২০১৮",২৪,২০১৮,http://bdlaws.minlaw.gov.bd/act-1243.html,http://bdlaws.minlaw.gov.bd/act-print-1243.html,False
"বাংলাদেশ শিল্প প্রতিষ্ঠান জাতীয়করণ আইন, ২০১৮",২৫,২০১৮,http://bdlaws.minlaw.gov.bd/act-1244.html,http://bdlaws.minlaw.gov.bd/act-print-1244.html,False
"Sugar (Road Development Cess) (রহিতকরণ) আইন, ২০১৮",২৬,২০১৮,http://bdlaws.minlaw.gov.bd/act-1245.html,http://bdlaws.minlaw.gov.bd/act-print-1245.html,False
"ক্যান্টনমেন্ট আইন, ২০১৮",২৭,২০১৮,http://bdlaws.minlaw.gov.bd/act-1246.html,http://bdlaws.minlaw.gov.bd/act-print-1246.html,False
"আবহাওয়া আইন, ২০১৮",২৮,২০১৮,http://bdlaws.minlaw.gov.bd/act-1247.html,http://bdlaws.minlaw.gov.bd/act-print-1247.html,False
"ওয়েজ আর্নার্স কল্যাণ বোর্ড আইন, ২০১৮",৩০,২০১৮,http://bdlaws.minlaw.gov.bd/act-1248.html,http://bdlaws.minlaw.gov.bd/act-print-1248.html,False
"চট্টগ্রাম উন্নয়ন কর্তৃপক্ষ আইন, ২০১৮",৩১,২০১৮,http://bdlaws.minlaw.gov.bd/act-1249.html,http://bdlaws.minlaw.gov.bd/act-print-1249.html,False
"খুলনা উন্নয়ন কর্তৃপক্ষ আইন, ২০১৮",৩২,২০১৮,http://bdlaws.minlaw.gov.bd/act-1250.html,http://bdlaws.minlaw.gov.bd/act-print-1250.html,False
"প্রেস ইনস্টিটিউট বাংলাদেশ (পিআইবি) আইন, ২০১৮",৩৩,২০১৮,http://bdlaws.minlaw.gov.bd/act-1251.html,http://bdlaws.minlaw.gov.bd/act-print-1251.html,False
"বাংলাদেশ কৃষি উন্নয়ন কর্পোরেশন আইন, ২০১৮",৩৫,২০১৮,http://bdlaws.minlaw.gov.bd/act-1252.html,http://bdlaws.minlaw.gov.bd/act-print-1252.html,False
"বরেন্দ্র বহুমুখী উন্নয়ন কর্তৃপক্ষ আইন, ২০১৮",৩৬,২০১৮,http://bdlaws.minlaw.gov.bd/act-1253.html,http://bdlaws.minlaw.gov.bd/act-print-1253.html,False
"বস্ত্র আইন, ২০১৮",৩৭,২০১৮,http://bdlaws.minlaw.gov.bd/act-1254.html,http://bdlaws.minlaw.gov.bd/act-print-1254.html,False
"সিলেট মেডিকেল বিশ্ববিদ্যালয় আইন, ২০১৮",৩৮,২০১৮,http://bdlaws.minlaw.gov.bd/act-1255.html,http://bdlaws.minlaw.gov.bd/act-print-1255.html,False
"যৌতুক নিরোধ আইন, ২০১৮",৩৯,২০১৮,http://bdlaws.minlaw.gov.bd/act-1256.html,http://bdlaws.minlaw.gov.bd/act-print-1256.html,False
"জাতীয় পরিকল্পনা ও উন্নয়ন একাডেমি আইন, ২০১৮",৪১,২০১৮,http://bdlaws.minlaw.gov.bd/act-1257.html,http://bdlaws.minlaw.gov.bd/act-print-1257.html,False
"হিন্দুধর্মীয় কল্যাণ ট্রাস্ট আইন, ২০১৮",৪২,২০১৮,http://bdlaws.minlaw.gov.bd/act-1258.html,http://bdlaws.minlaw.gov.bd/act-print-1258.html,False
"কৃষি বিপণন আইন, ২০১৮",৪৪,২০১৮,http://bdlaws.minlaw.gov.bd/act-1259.html,http://bdlaws.minlaw.gov.bd/act-print-1259.html,False
"জাতীয় দক্ষতা উন্নয়ন কর্তৃপক্ষ আইন, ২০১৮",৪৫,২০১৮,http://bdlaws.minlaw.gov.bd/act-1260.html,http://bdlaws.minlaw.gov.bd/act-print-1260.html,False
"ডিজিটাল নিরাপত্তা আইন, ২০১৮ [রহিত]",৪৬,২০১৮,http://bdlaws.minlaw.gov.bd/act-1261.html,http://bdlaws.minlaw.gov.bd/act-print-1261.html,True
"সড়ক পরিবহণ আইন, ২০১৮",৪৭,২০১৮,http://bdlaws.minlaw.gov.bd/act-1262.html,http://bdlaws.minlaw.gov.bd/act-print-1262.html,False
"‘আল-হাইআতুল উলয়া লিল-জামি’আতিল কওমিয়া বাংলাদেশ’ এর অধীন ‘কওমি মাদরাসাসমূহের দাওরায়ে হাদিস (তাকমীল)-এর সনদকে মাস্টার্স ডিগ্রি (ইসলামিক স্টাডিজ ও আরবি)-এর সমমান প্রদান আইন, ২০১৮’",৪৮,২০১৮,http://bdlaws.minlaw.gov.bd/act-1263.html,http://bdlaws.minlaw.gov.bd/act-print-1263.html,False
"জাতীয় ক্রীড়া পরিষদ আইন, ২০১৮",৪৯,২০১৮,http://bdlaws.minlaw.gov.bd/act-1264.html,http://bdlaws.minlaw.gov.bd/act-print-1264.html,False
"পণ্য উৎপাদনশীল রাষ্ট্রায়ত্ত শিল্প প্রতিষ্ঠান শ্রমিক (চাকরির শর্তাবলী) আইন, ২০১৮",৫০,২০১৮,http://bdlaws.minlaw.gov.bd/act-1265.html,http://bdlaws.minlaw.gov.bd/act-print-1265.html,False
"বাংলাদেশ মুক্তিযোদ্ধা কল্যাণ ট্রাস্ট আইন, ২০১৮",৫১,২০১৮,http://bdlaws.minlaw.gov.bd/act-1266.html,http://bdlaws.minlaw.gov.bd/act-print-1266.html,False
"কমিউনিটি ক্লিনিক স্বাস্থ্য সহায়তা ট্রাস্ট আইন, ২০১৮",৫২,২০১৮,http://bdlaws.minlaw.gov.bd/act-1267.html,http://bdlaws.minlaw.gov.bd/act-print-1267.html,False
"বাংলাদেশ প্রাণিসম্পদ গবেষণা ইনস্টিটিউট আইন, ২০১৮",৫৩,২০১৮,http://bdlaws.minlaw.gov.bd/act-1268.html,http://bdlaws.minlaw.gov.bd/act-print-1268.html,False
"হাউজিং এন্ড বিল্ডিং রিসার্চ  ইনস্টিটিউট আইন, ২০১৮",৫৫,২০১৮,http://bdlaws.minlaw.gov.bd/act-1269.html,http://bdlaws.minlaw.gov.bd/act-print-1269.html,False
"ওজন ও পরিমাপ মানদণ্ড আইন, ২০১৮",৫৬,২০১৮,http://bdlaws.minlaw.gov.bd/act-1270.html,http://bdlaws.minlaw.gov.bd/act-print-1270.html,False
"সরকারি চাকরি আইন, ২০১৮",৫৭,২০১৮,http://bdlaws.minlaw.gov.bd/act-1271.html,http://bdlaws.minlaw.gov.bd/act-print-1271.html,False
"বাংলাদেশ শিশু একাডেমি আইন, ২০১৮",৫৯,২০১৮,http://bdlaws.minlaw.gov.bd/act-1272.html,http://bdlaws.minlaw.gov.bd/act-print-1272.html,False
"মানসিক স্বাস্থ্য আইন, ২০১৮",৬০,২০১৮,http://bdlaws.minlaw.gov.bd/act-1273.html,http://bdlaws.minlaw.gov.bd/act-print-1273.html,False
"সংক্রামক রোগ (প্রতিরোধ, নিয়ন্ত্রণ ও নির্মূল) আইন, ২০১৮",৬১,২০১৮,http://bdlaws.minlaw.gov.bd/act-1274.html,http://bdlaws.minlaw.gov.bd/act-print-1274.html,False
"জাতীয় শিক্ষাক্রম ও পাঠ্যপুস্তক বোর্ড আইন, ২০১৮",৬২,২০১৮,http://bdlaws.minlaw.gov.bd/act-1275.html,http://bdlaws.minlaw.gov.bd/act-print-1275.html,False
"মাদকদ্রব্য নিয়ন্ত্রণ আইন, ২০১৮",৬৩,২০১৮,http://bdlaws.minlaw.gov.bd/act-1276.html,http://bdlaws.minlaw.gov.bd/act-print-1276.html,False
"বাংলাদেশ লোক-প্রশাসন প্রশিক্ষণ কেন্দ্র আইন, ২০১৮",৬৪,২০১৮,http://bdlaws.minlaw.gov.bd/act-1277.html,http://bdlaws.minlaw.gov.bd/act-print-1277.html,False
"বাংলাদেশ সংবাদ সংস্থা আইন, ২০১৮",৬৫,২০১৮,http://bdlaws.minlaw.gov.bd/act-1278.html,http://bdlaws.minlaw.gov.bd/act-print-1278.html,False
"বাংলাদেশ কারিগরি শিক্ষা বোর্ড আইন, ২০১৮",৬৬,২০১৮,http://bdlaws.minlaw.gov.bd/act-1279.html,http://bdlaws.minlaw.gov.bd/act-print-1279.html,False
"বাংলাদেশ স্ট্যান্ডার্ডস এন্ড টেস্টিং ইনস্টিটিউশন আইন, ২০১৮",৬৭,২০১৮,http://bdlaws.minlaw.gov.bd/act-1280.html,http://bdlaws.minlaw.gov.bd/act-print-1280.html,False
"মৎস্য সঙ্গনিরোধ আইন, ২০১৮",৬৮,২০১৮,http://bdlaws.minlaw.gov.bd/act-1281.html,http://bdlaws.minlaw.gov.bd/act-print-1281.html,False
"বাংলাদেশ মৎস্য গবেষণা ইনস্টিটিউট আইন, ২০১৮",৬৯,২০১৮,http://bdlaws.minlaw.gov.bd/act-1282.html,http://bdlaws.minlaw.gov.bd/act-print-1282.html,False
"কস্ট এন্ড ম্যানেজমেন্ট অ্যাকাউন্ট্যান্টস আইন, ২০১৮",৭০,২০১৮,http://bdlaws.minlaw.gov.bd/act-1283.html,http://bdlaws.minlaw.gov.bd/act-print-1283.html,False
"বাংলাদেশ রিহ্যাবিলিটেশন কাউন্সিল আইন, ২০১৮",৭১,২০১৮,http://bdlaws.minlaw.gov.bd/act-1284.html,http://bdlaws.minlaw.gov.bd/act-print-1284.html,False
"বাংলাদেশ ইপিজেড শ্রম আইন, ২০১৯",২,২০১৯,http://bdlaws.minlaw.gov.bd/act-1285.html,http://bdlaws.minlaw.gov.bd/act-print-1285.html,False
"[অ্যাভিয়েশন অ্যান্ড অ্যারোস্পেস বিশ্ববিদ্যালয়, বাংলাদেশ] আইন, ২০১৯",৫,২০১৯,http://bdlaws.minlaw.gov.bd/act-1286.html,http://bdlaws.minlaw.gov.bd/act-print-1286.html,False
"উদ্ভিদের জাত সংরক্ষণ আইন, ২০১৯",৬,২০১৯,http://bdlaws.minlaw.gov.bd/act-1287.html,http://bdlaws.minlaw.gov.bd/act-print-1287.html,False
"বাংলাদেশ জাতীয় সমাজকল্যাণ পরিষদ আইন, ২০১৯",৭,২০১৯,http://bdlaws.minlaw.gov.bd/act-1288.html,http://bdlaws.minlaw.gov.bd/act-print-1288.html,False
"বীমা কর্পোরেশন আইন, ২০১৯",৮,২০১৯,http://bdlaws.minlaw.gov.bd/act-1289.html,http://bdlaws.minlaw.gov.bd/act-print-1289.html,False
"নির্দিষ্টকরণ (সম্পূরক) আইন, ২০১৯",৯,২০১৯,http://bdlaws.minlaw.gov.bd/act-1290.html,http://bdlaws.minlaw.gov.bd/act-print-1290.html,False
"নির্দিষ্টকরণ আইন, ২০১৯",১১,২০১৯,http://bdlaws.minlaw.gov.bd/act-1291.html,http://bdlaws.minlaw.gov.bd/act-print-1291.html,False
"প্রাণিকল্যাণ আইন, ২০১৯",১২,২০১৯,http://bdlaws.minlaw.gov.bd/act-1292.html,http://bdlaws.minlaw.gov.bd/act-print-1292.html,False
"বাংলাদেশ ভেটেরিনারি কাউন্সিল আইন, ২০১৯",১৩,২০১৯,http://bdlaws.minlaw.gov.bd/act-1293.html,http://bdlaws.minlaw.gov.bd/act-print-1293.html,False
"বাংলাদেশ সুগারক্রপ গবেষণা ইনস্টিটিউট আইন, ২০১৯",১৭,২০১৯,http://bdlaws.minlaw.gov.bd/act-1294.html,http://bdlaws.minlaw.gov.bd/act-print-1294.html,False
"বাংলাদেশের পতাকাবাহী জাহাজ (স্বার্থরক্ষা) আইন, ২০১৯",১৮,২০১৯,http://bdlaws.minlaw.gov.bd/act-1296.html,http://bdlaws.minlaw.gov.bd/act-print-1296.html,False
"বাংলাদেশ শিল্প কারিগরি সহায়তা কেন্দ্র (বিটাক) আইন, ২০১৯",১৯,২০১৯,http://bdlaws.minlaw.gov.bd/act-1297.html,http://bdlaws.minlaw.gov.bd/act-print-1297.html,False
"বাংলাদেশ ট্যারিফ কমিশন (সংশোধন) আইন, ২০২০",১,২০২০,http://bdlaws.minlaw.gov.bd/act-1306.html,http://bdlaws.minlaw.gov.bd/act-print-1306.html,False
